model,scenario,variable,glb,nor
'ACCESS-ESM1-5','ssp126','nep',-1.363103365,-0.068118835
'ACCESS-ESM1-5','ssp126','nep',-0.198141112,-0.22492014
'ACCESS-ESM1-5','ssp126','nep',0.556541285,0.04952622
'ACCESS-ESM1-5','ssp126','nep',0.788313061,0.091044513
'ACCESS-ESM1-5','ssp126','nep',0.216390131,0.152468242
'ACCESS-ESM1-5','ssp126','nep',-2.185950502,0.016072778
'ACCESS-ESM1-5','ssp126','nep',-1.87219289,0.16815179
'ACCESS-ESM1-5','ssp126','nep',-0.078397043,0.087563389
'ACCESS-ESM1-5','ssp126','nep',0.45241207,0.195517581
'ACCESS-ESM1-5','ssp126','nep',-1.733985919,-0.042992362
'ACCESS-ESM1-5','ssp126','nep',-2.234645922,0.033682617
'ACCESS-ESM1-5','ssp126','nep',-1.217371997,-0.21215638
'ACCESS-ESM1-5','ssp126','nep',-0.332697084,0.009503938
'ACCESS-ESM1-5','ssp126','nep',-0.311988973,0.076373227
'ACCESS-ESM1-5','ssp126','nep',-0.591293526,0.06026705
'ACCESS-ESM1-5','ssp126','nep',-1.5138451,-0.180279911
'ACCESS-ESM1-5','ssp126','nep',-2.279322846,-0.063877244
'ACCESS-ESM1-5','ssp126','nep',-1.537438891,0.134980121
'ACCESS-ESM1-5','ssp126','nep',-1.282556939,-0.070288591
'ACCESS-ESM1-5','ssp126','nep',0.081172486,-0.336707126
'ACCESS-ESM1-5','ssp126','nep',-1.620909552,0.11491984
'ACCESS-ESM1-5','ssp126','nep',-0.37281002,-0.150720965
'ACCESS-ESM1-5','ssp126','nep',-0.607503907,-0.022397923
'ACCESS-ESM1-5','ssp126','nep',-2.363242796,-0.332149658
'ACCESS-ESM1-5','ssp126','nep',-3.765397246,-0.480499308
'ACCESS-ESM1-5','ssp126','nep',-1.145255195,-0.169226377
'ACCESS-ESM1-5','ssp126','nep',-1.894227691,-0.005413648
'ACCESS-ESM1-5','ssp126','nep',-2.975514486,-0.374857447
'ACCESS-ESM1-5','ssp126','nep',-3.211088009,-0.061752587
'ACCESS-ESM1-5','ssp126','nep',-0.449401874,-0.117285911
'ACCESS-ESM1-5','ssp126','nep',-0.277063374,-0.445098231
'ACCESS-ESM1-5','ssp126','nep',-0.611889004,-0.325919405
'ACCESS-ESM1-5','ssp126','nep',0.601447412,-0.136104641
'ACCESS-ESM1-5','ssp126','nep',-0.240989313,0.030699177
'ACCESS-ESM1-5','ssp126','nep',-4.292785711,-0.075763852
'ACCESS-ESM1-5','ssp126','nep',-5.317126348,-0.287347403
'ACCESS-ESM1-5','ssp126','nep',-2.069961729,-0.238386494
'ACCESS-ESM1-5','ssp126','nep',-2.532683241,-0.18314928
'ACCESS-ESM1-5','ssp126','nep',-1.619764291,0.022737151
'ACCESS-ESM1-5','ssp126','nep',-0.370285448,-0.104068974
'ACCESS-ESM1-5','ssp126','nep',2.441605262,-0.258891349
'ACCESS-ESM1-5','ssp126','nep',1.630104512,-0.316791201
'ACCESS-ESM1-5','ssp126','nep',-2.164003914,-0.444540413
'ACCESS-ESM1-5','ssp126','nep',-3.766970011,-0.070972218
'ACCESS-ESM1-5','ssp126','nep',-1.365963301,-0.000124228
'ACCESS-ESM1-5','ssp126','nep',-0.405742676,-0.183525595
'ACCESS-ESM1-5','ssp126','nep',-2.920269464,-0.25475133
'ACCESS-ESM1-5','ssp126','nep',-2.743602735,-0.421952293
'ACCESS-ESM1-5','ssp126','nep',-1.664752595,-0.449019343
'ACCESS-ESM1-5','ssp126','nep',-2.256615083,-0.308653399
'ACCESS-ESM1-5','ssp126','nep',0.271312481,-0.514999419
'ACCESS-ESM1-5','ssp126','nep',-2.440326196,-0.349817282
'ACCESS-ESM1-5','ssp126','nep',-2.852713165,-0.440979326
'ACCESS-ESM1-5','ssp126','nep',-0.686569041,-0.378761199
'ACCESS-ESM1-5','ssp126','nep',-3.131249402,-0.172308923
'ACCESS-ESM1-5','ssp126','nep',-4.013176078,0.08508829
'ACCESS-ESM1-5','ssp126','nep',-0.207072285,0.060174864
'ACCESS-ESM1-5','ssp126','nep',0.276470924,-0.301676133
'ACCESS-ESM1-5','ssp126','nep',-1.202482367,-0.637526438
'ACCESS-ESM1-5','ssp126','nep',-3.937403404,-0.579948837
'ACCESS-ESM1-5','ssp126','nep',-2.595658471,-0.344371385
'ACCESS-ESM1-5','ssp126','nep',-0.682937553,-0.303390491
'ACCESS-ESM1-5','ssp126','nep',-0.775506199,-0.125346022
'ACCESS-ESM1-5','ssp126','nep',-3.165423315,-0.008580632
'ACCESS-ESM1-5','ssp126','nep',-2.003405332,-0.552473343
'ACCESS-ESM1-5','ssp126','nep',-1.789903932,-0.174505438
'ACCESS-ESM1-5','ssp126','nep',-2.718917102,-0.226540462
'ACCESS-ESM1-5','ssp126','nep',-2.275909513,-0.474271409
'ACCESS-ESM1-5','ssp126','nep',-1.810499602,-0.616954917
'ACCESS-ESM1-5','ssp126','nep',-3.848513342,-0.371762085
'ACCESS-ESM1-5','ssp126','nep',-4.854828797,-0.526948172
'ACCESS-ESM1-5','ssp126','nep',-5.935373008,-0.630914451
'ACCESS-ESM1-5','ssp126','nep',-2.563006666,-0.47898836
'ACCESS-ESM1-5','ssp126','nep',-0.004384722,-0.362383171
'ACCESS-ESM1-5','ssp126','nep',-3.375072399,-0.361850568
'ACCESS-ESM1-5','ssp126','nep',-1.449136954,-0.384747966
'ACCESS-ESM1-5','ssp126','nep',-1.08065138,-0.748906273
'ACCESS-ESM1-5','ssp126','nep',-2.269558559,-0.251380963
'ACCESS-ESM1-5','ssp126','nep',-0.742919226,-0.187058464
'ACCESS-ESM1-5','ssp126','nep',0.572197456,-0.371061825
'ACCESS-ESM1-5','ssp126','nep',-6.333090626,-0.587127308
'ACCESS-ESM1-5','ssp126','nep',-4.368766456,-0.489378702
'ACCESS-ESM1-5','ssp126','nep',-0.69155516,-0.331943644
'ACCESS-ESM1-5','ssp126','nep',-1.130436537,-0.570603627
'ACCESS-ESM1-5','ssp126','nep',-3.374864151,-0.423172973
'ACCESS-ESM1-5','ssp126','nep',-2.305970876,-0.474811173
'ACCESS-ESM1-5','ssp126','npp',-1.705581661,-0.089869683
'ACCESS-ESM1-5','ssp126','npp',-0.197656269,-0.093640122
'ACCESS-ESM1-5','ssp126','npp',0.541306384,-0.032821369
'ACCESS-ESM1-5','ssp126','npp',0.843649976,0.021313568
'ACCESS-ESM1-5','ssp126','npp',0.518281569,0.195017607
'ACCESS-ESM1-5','ssp126','npp',-1.591994771,0.05689333
'ACCESS-ESM1-5','ssp126','npp',-1.337585681,0.193453224
'ACCESS-ESM1-5','ssp126','npp',0.561813807,0.350395311
'ACCESS-ESM1-5','ssp126','npp',0.973215218,0.397647143
'ACCESS-ESM1-5','ssp126','npp',-0.593570682,0.242391566
'ACCESS-ESM1-5','ssp126','npp',-1.479531785,0.098460409
'ACCESS-ESM1-5','ssp126','npp',-0.505266592,0.093142355
'ACCESS-ESM1-5','ssp126','npp',0.475924534,0.337062478
'ACCESS-ESM1-5','ssp126','npp',0.257521144,0.12903837
'ACCESS-ESM1-5','ssp126','npp',0.399145324,0.188496992
'ACCESS-ESM1-5','ssp126','npp',-0.268946405,0.130992853
'ACCESS-ESM1-5','ssp126','npp',-0.999604498,0.143308316
'ACCESS-ESM1-5','ssp126','npp',-0.683042905,0.373492786
'ACCESS-ESM1-5','ssp126','npp',-0.099182422,0.187874307
'ACCESS-ESM1-5','ssp126','npp',1.061034937,0.066288152
'ACCESS-ESM1-5','ssp126','npp',-0.095307706,0.465124278
'ACCESS-ESM1-5','ssp126','npp',1.200652596,0.188296672
'ACCESS-ESM1-5','ssp126','npp',0.876902102,0.267952834
'ACCESS-ESM1-5','ssp126','npp',-0.569095637,-0.048369584
'ACCESS-ESM1-5','ssp126','npp',-1.816858176,0.029137728
'ACCESS-ESM1-5','ssp126','npp',0.452487692,0.274122394
'ACCESS-ESM1-5','ssp126','npp',-0.48177838,0.393320285
'ACCESS-ESM1-5','ssp126','npp',-1.514830265,0.222712595
'ACCESS-ESM1-5','ssp126','npp',-1.667717455,0.295112905
'ACCESS-ESM1-5','ssp126','npp',0.595323825,0.249081239
'ACCESS-ESM1-5','ssp126','npp',1.135536808,-0.012752405
'ACCESS-ESM1-5','ssp126','npp',1.059427797,0.15390119
'ACCESS-ESM1-5','ssp126','npp',2.052666758,0.290479951
'ACCESS-ESM1-5','ssp126','npp',1.728920261,0.554044971
'ACCESS-ESM1-5','ssp126','npp',-1.741919289,0.463174405
'ACCESS-ESM1-5','ssp126','npp',-3.48291015,0.209977997
'ACCESS-ESM1-5','ssp126','npp',-1.061949421,0.322449318
'ACCESS-ESM1-5','ssp126','npp',-1.152530085,0.539000767
'ACCESS-ESM1-5','ssp126','npp',-0.728209189,0.543921696
'ACCESS-ESM1-5','ssp126','npp',0.565329796,0.462232665
'ACCESS-ESM1-5','ssp126','npp',3.485339979,0.428414933
'ACCESS-ESM1-5','ssp126','npp',3.201649584,0.357514192
'ACCESS-ESM1-5','ssp126','npp',0.399903968,0.243211609
'ACCESS-ESM1-5','ssp126','npp',-1.429087328,0.588228259
'ACCESS-ESM1-5','ssp126','npp',0.457613002,0.728553618
'ACCESS-ESM1-5','ssp126','npp',1.326693737,0.353533453
'ACCESS-ESM1-5','ssp126','npp',-0.84339645,0.339754219
'ACCESS-ESM1-5','ssp126','npp',-1.219153671,0.157255888
'ACCESS-ESM1-5','ssp126','npp',0.081044233,0.171579522
'ACCESS-ESM1-5','ssp126','npp',-0.829642578,0.199005304
'ACCESS-ESM1-5','ssp126','npp',1.573991349,0.037622787
'ACCESS-ESM1-5','ssp126','npp',-0.829768375,0.062730058
'ACCESS-ESM1-5','ssp126','npp',-1.341372856,0.018739115
'ACCESS-ESM1-5','ssp126','npp',1.126951955,0.305073997
'ACCESS-ESM1-5','ssp126','npp',-0.792215512,0.609036484
'ACCESS-ESM1-5','ssp126','npp',-2.096006221,0.785480277
'ACCESS-ESM1-5','ssp126','npp',1.1404219,0.753564387
'ACCESS-ESM1-5','ssp126','npp',1.872216083,0.322726614
'ACCESS-ESM1-5','ssp126','npp',0.972787615,0.096831449
'ACCESS-ESM1-5','ssp126','npp',-1.688091887,0.086467083
'ACCESS-ESM1-5','ssp126','npp',-0.735754977,0.414251827
'ACCESS-ESM1-5','ssp126','npp',1.074812225,0.480123967
'ACCESS-ESM1-5','ssp126','npp',1.219470956,0.739346133
'ACCESS-ESM1-5','ssp126','npp',-0.835990532,0.845591622
'ACCESS-ESM1-5','ssp126','npp',-0.083348233,0.413382986
'ACCESS-ESM1-5','ssp126','npp',0.098498719,0.610138974
'ACCESS-ESM1-5','ssp126','npp',-0.781002824,0.443059473
'ACCESS-ESM1-5','ssp126','npp',-0.550989591,0.320871513
'ACCESS-ESM1-5','ssp126','npp',0.135661144,0.392735489
'ACCESS-ESM1-5','ssp126','npp',-1.858876407,0.354817207
'ACCESS-ESM1-5','ssp126','npp',-2.928695082,0.281287329
'ACCESS-ESM1-5','ssp126','npp',-4.271701368,0.20145177
'ACCESS-ESM1-5','ssp126','npp',-1.695305501,0.262786246
'ACCESS-ESM1-5','ssp126','npp',0.786555611,0.354432419
'ACCESS-ESM1-5','ssp126','npp',-2.089448573,0.315621763
'ACCESS-ESM1-5','ssp126','npp',-0.398330233,0.344267352
'ACCESS-ESM1-5','ssp126','npp',0.038223173,0.090874972
'ACCESS-ESM1-5','ssp126','npp',-0.64035405,0.593377681
'ACCESS-ESM1-5','ssp126','npp',0.343816002,0.438391701
'ACCESS-ESM1-5','ssp126','npp',1.962658139,0.391283229
'ACCESS-ESM1-5','ssp126','npp',-4.262586846,0.108176067
'ACCESS-ESM1-5','ssp126','npp',-3.162954401,0.227020307
'ACCESS-ESM1-5','ssp126','npp',-0.201434294,0.30854438
'ACCESS-ESM1-5','ssp126','npp',0.007801564,0.165383283
'ACCESS-ESM1-5','ssp126','npp',-2.080383566,0.275299797
'ACCESS-ESM1-5','ssp126','npp',-1.282509412,0.280367119
'ACCESS-ESM1-5','ssp126','rh',-0.342478293,-0.021750848
'ACCESS-ESM1-5','ssp126','rh',0.000484845,0.131280017
'ACCESS-ESM1-5','ssp126','rh',-0.015234902,-0.082347587
'ACCESS-ESM1-5','ssp126','rh',0.055336906,-0.069730946
'ACCESS-ESM1-5','ssp126','rh',0.301891444,0.042549364
'ACCESS-ESM1-5','ssp126','rh',0.593955728,0.040820551
'ACCESS-ESM1-5','ssp126','rh',0.534607211,0.025301436
'ACCESS-ESM1-5','ssp126','rh',0.640210847,0.262831922
'ACCESS-ESM1-5','ssp126','rh',0.520803145,0.202129564
'ACCESS-ESM1-5','ssp126','rh',1.140415241,0.285383928
'ACCESS-ESM1-5','ssp126','rh',0.755114134,0.064777793
'ACCESS-ESM1-5','ssp126','rh',0.712105404,0.305298737
'ACCESS-ESM1-5','ssp126','rh',0.808621619,0.32755854
'ACCESS-ESM1-5','ssp126','rh',0.569510117,0.052665143
'ACCESS-ESM1-5','ssp126','rh',0.990438852,0.128229943
'ACCESS-ESM1-5','ssp126','rh',1.244898694,0.311272766
'ACCESS-ESM1-5','ssp126','rh',1.279718348,0.207185559
'ACCESS-ESM1-5','ssp126','rh',0.854395983,0.238512664
'ACCESS-ESM1-5','ssp126','rh',1.18337452,0.258162899
'ACCESS-ESM1-5','ssp126','rh',0.97986245,0.402995278
'ACCESS-ESM1-5','ssp126','rh',1.525601846,0.350204438
'ACCESS-ESM1-5','ssp126','rh',1.573462614,0.339017638
'ACCESS-ESM1-5','ssp126','rh',1.484406008,0.290350757
'ACCESS-ESM1-5','ssp126','rh',1.794147156,0.283780075
'ACCESS-ESM1-5','ssp126','rh',1.948539066,0.509637035
'ACCESS-ESM1-5','ssp126','rh',1.597742883,0.443348772
'ACCESS-ESM1-5','ssp126','rh',1.41244931,0.398733933
'ACCESS-ESM1-5','ssp126','rh',1.460684218,0.597570042
'ACCESS-ESM1-5','ssp126','rh',1.543370549,0.356865492
'ACCESS-ESM1-5','ssp126','rh',1.044725697,0.366367149
'ACCESS-ESM1-5','ssp126','rh',1.412600182,0.432345826
'ACCESS-ESM1-5','ssp126','rh',1.671316791,0.479820594
'ACCESS-ESM1-5','ssp126','rh',1.451219347,0.426584592
'ACCESS-ESM1-5','ssp126','rh',1.969909573,0.523345794
'ACCESS-ESM1-5','ssp126','rh',2.550866421,0.538938257
'ACCESS-ESM1-5','ssp126','rh',1.834216199,0.4973254
'ACCESS-ESM1-5','ssp126','rh',1.008012314,0.560835815
'ACCESS-ESM1-5','ssp126','rh',1.380153155,0.722150046
'ACCESS-ESM1-5','ssp126','rh',0.891555103,0.521184546
'ACCESS-ESM1-5','ssp126','rh',0.93561524,0.566301639
'ACCESS-ESM1-5','ssp126','rh',1.043734715,0.687306281
'ACCESS-ESM1-5','ssp126','rh',1.571545073,0.674305395
'ACCESS-ESM1-5','ssp126','rh',2.563907876,0.687752022
'ACCESS-ESM1-5','ssp126','rh',2.337882686,0.659200477
'ACCESS-ESM1-5','ssp126','rh',1.823576303,0.728677846
'ACCESS-ESM1-5','ssp126','rh',1.732436414,0.537059049
'ACCESS-ESM1-5','ssp126','rh',2.076873012,0.59450555
'ACCESS-ESM1-5','ssp126','rh',1.524449061,0.579208181
'ACCESS-ESM1-5','ssp126','rh',1.745796832,0.620598867
'ACCESS-ESM1-5','ssp126','rh',1.426972506,0.507658703
'ACCESS-ESM1-5','ssp126','rh',1.302678864,0.552622205
'ACCESS-ESM1-5','ssp126','rh',1.610557818,0.412547339
'ACCESS-ESM1-5','ssp126','rh',1.511340307,0.45971844
'ACCESS-ESM1-5','ssp126','rh',1.813520994,0.683835196
'ACCESS-ESM1-5','ssp126','rh',2.339033892,0.781345408
'ACCESS-ESM1-5','ssp126','rh',1.917169858,0.700391989
'ACCESS-ESM1-5','ssp126','rh',1.347494182,0.693389523
'ACCESS-ESM1-5','ssp126','rh',1.595745162,0.624402745
'ACCESS-ESM1-5','ssp126','rh',2.175269979,0.734357887
'ACCESS-ESM1-5','ssp126','rh',2.249311515,0.666415918
'ACCESS-ESM1-5','ssp126','rh',1.859903494,0.758623212
'ACCESS-ESM1-5','ssp126','rh',1.757749783,0.783514458
'ACCESS-ESM1-5','ssp126','rh',1.994977159,0.864692157
'ACCESS-ESM1-5','ssp126','rh',2.329432781,0.854172254
'ACCESS-ESM1-5','ssp126','rh',1.920057098,0.96585633
'ACCESS-ESM1-5','ssp126','rh',1.888402652,0.784644412
'ACCESS-ESM1-5','ssp126','rh',1.937914277,0.669599937
'ACCESS-ESM1-5','ssp126','rh',1.724919921,0.795142922
'ACCESS-ESM1-5','ssp126','rh',1.946160745,1.009690406
'ACCESS-ESM1-5','ssp126','rh',1.989636935,0.726579291
'ACCESS-ESM1-5','ssp126','rh',1.926133713,0.808235503
'ACCESS-ESM1-5','ssp126','rh',1.663671638,0.832366221
'ACCESS-ESM1-5','ssp126','rh',0.867701164,0.741774608
'ACCESS-ESM1-5','ssp126','rh',0.790940335,0.716815591
'ACCESS-ESM1-5','ssp126','rh',1.285623822,0.677472331
'ACCESS-ESM1-5','ssp126','rh',1.050806722,0.729015317
'ACCESS-ESM1-5','ssp126','rh',1.118874555,0.839781245
'ACCESS-ESM1-5','ssp126','rh',1.62920451,0.844758644
'ACCESS-ESM1-5','ssp126','rh',1.086735232,0.625450166
'ACCESS-ESM1-5','ssp126','rh',1.390460681,0.762345054
'ACCESS-ESM1-5','ssp126','rh',2.070503777,0.695303374
'ACCESS-ESM1-5','ssp126','rh',1.205812055,0.71639901
'ACCESS-ESM1-5','ssp126','rh',0.49012087,0.640488026
'ACCESS-ESM1-5','ssp126','rh',1.138238102,0.73598691
'ACCESS-ESM1-5','ssp126','rh',1.294480583,0.698472769
'ACCESS-ESM1-5','ssp126','rh',1.023461464,0.755178293
'ACCESS-ESM1-5','ssp245','nep',0.039092775,-0.214343779
'ACCESS-ESM1-5','ssp245','nep',-0.462871101,-0.086488797
'ACCESS-ESM1-5','ssp245','nep',-0.811763962,0.095178251
'ACCESS-ESM1-5','ssp245','nep',0.591963699,0.071610159
'ACCESS-ESM1-5','ssp245','nep',0.643578588,0.134044165
'ACCESS-ESM1-5','ssp245','nep',2.314318544,0.058804685
'ACCESS-ESM1-5','ssp245','nep',1.20748012,0.152058497
'ACCESS-ESM1-5','ssp245','nep',-0.762889455,-0.133768028
'ACCESS-ESM1-5','ssp245','nep',-0.972144667,0.040498336
'ACCESS-ESM1-5','ssp245','nep',-1.915198,-0.049103101
'ACCESS-ESM1-5','ssp245','nep',0.748742502,-0.004456763
'ACCESS-ESM1-5','ssp245','nep',-2.129449026,-0.01381172
'ACCESS-ESM1-5','ssp245','nep',-3.498259863,0.174390253
'ACCESS-ESM1-5','ssp245','nep',-1.40375132,0.185392776
'ACCESS-ESM1-5','ssp245','nep',-1.564797358,-0.011349838
'ACCESS-ESM1-5','ssp245','nep',1.217928366,0.357805917
'ACCESS-ESM1-5','ssp245','nep',-0.295817927,-0.01109656
'ACCESS-ESM1-5','ssp245','nep',-0.014636291,-0.134631327
'ACCESS-ESM1-5','ssp245','nep',-1.452443273,0.141942568
'ACCESS-ESM1-5','ssp245','nep',-5.080682254,0.097705687
'ACCESS-ESM1-5','ssp245','nep',-3.138341008,-0.080663443
'ACCESS-ESM1-5','ssp245','nep',0.821003815,0.081211665
'ACCESS-ESM1-5','ssp245','nep',0.683430033,0.027114642
'ACCESS-ESM1-5','ssp245','nep',-1.242842702,-0.082533176
'ACCESS-ESM1-5','ssp245','nep',-2.399925663,-0.351099253
'ACCESS-ESM1-5','ssp245','nep',-0.63803546,-0.104818113
'ACCESS-ESM1-5','ssp245','nep',-0.213760647,-0.017168031
'ACCESS-ESM1-5','ssp245','nep',-0.490246164,-0.07246377
'ACCESS-ESM1-5','ssp245','nep',1.058393345,0.147686409
'ACCESS-ESM1-5','ssp245','nep',0.213585327,-0.194864365
'ACCESS-ESM1-5','ssp245','nep',-0.612843635,-0.088721014
'ACCESS-ESM1-5','ssp245','nep',-3.811557322,-0.077061581
'ACCESS-ESM1-5','ssp245','nep',-1.622624205,-0.063476632
'ACCESS-ESM1-5','ssp245','nep',-3.692711345,-0.150618545
'ACCESS-ESM1-5','ssp245','nep',-4.528826156,0.152412292
'ACCESS-ESM1-5','ssp245','nep',-2.884809311,0.210109133
'ACCESS-ESM1-5','ssp245','nep',-3.013432948,0.005316665
'ACCESS-ESM1-5','ssp245','nep',-2.969810154,0.016842659
'ACCESS-ESM1-5','ssp245','nep',-0.258899972,0.018934578
'ACCESS-ESM1-5','ssp245','nep',2.52395187,0.109258374
'ACCESS-ESM1-5','ssp245','nep',-0.27701201,-0.06896572
'ACCESS-ESM1-5','ssp245','nep',-1.154002053,-0.070707093
'ACCESS-ESM1-5','ssp245','nep',-2.743397845,-0.061434364
'ACCESS-ESM1-5','ssp245','nep',-0.495065512,0.233132229
'ACCESS-ESM1-5','ssp245','nep',-3.885580788,0.04976036
'ACCESS-ESM1-5','ssp245','nep',-1.110897504,0.085432164
'ACCESS-ESM1-5','ssp245','nep',-0.816571947,-0.169377686
'ACCESS-ESM1-5','ssp245','nep',-2.851329933,0.158498288
'ACCESS-ESM1-5','ssp245','nep',-1.699152889,-0.010704263
'ACCESS-ESM1-5','ssp245','nep',-0.175602321,0.039648901
'ACCESS-ESM1-5','ssp245','nep',-2.110643698,-0.187578177
'ACCESS-ESM1-5','ssp245','nep',-0.924819915,-0.004634749
'ACCESS-ESM1-5','ssp245','nep',2.076345834,-0.329802727
'ACCESS-ESM1-5','ssp245','nep',-2.546395162,-0.10690275
'ACCESS-ESM1-5','ssp245','nep',-2.13445019,-0.298217524
'ACCESS-ESM1-5','ssp245','nep',0.024594622,0.307650724
'ACCESS-ESM1-5','ssp245','nep',-3.156088007,-0.002922172
'ACCESS-ESM1-5','ssp245','nep',1.361353977,-0.33799683
'ACCESS-ESM1-5','ssp245','nep',-0.192500271,-0.396205273
'ACCESS-ESM1-5','ssp245','nep',-0.010955656,0.188045678
'ACCESS-ESM1-5','ssp245','nep',0.157496093,-0.225202895
'ACCESS-ESM1-5','ssp245','nep',-1.938618578,-0.207660923
'ACCESS-ESM1-5','ssp245','nep',-1.942609655,-0.005344957
'ACCESS-ESM1-5','ssp245','nep',-1.883553191,-0.283791751
'ACCESS-ESM1-5','ssp245','nep',-2.87919421,0.025639137
'ACCESS-ESM1-5','ssp245','nep',-2.688094913,-0.342703874
'ACCESS-ESM1-5','ssp245','nep',-3.377376167,-0.30618684
'ACCESS-ESM1-5','ssp245','nep',-1.86493484,-0.341027134
'ACCESS-ESM1-5','ssp245','nep',-3.577931186,0.055870088
'ACCESS-ESM1-5','ssp245','nep',-1.028435562,0.077579405
'ACCESS-ESM1-5','ssp245','nep',-0.708356391,-0.028628734
'ACCESS-ESM1-5','ssp245','nep',-1.328896638,0.072303888
'ACCESS-ESM1-5','ssp245','nep',-0.111618266,-0.218210278
'ACCESS-ESM1-5','ssp245','nep',0.045965879,-0.337450935
'ACCESS-ESM1-5','ssp245','nep',-1.087735752,0.087120257
'ACCESS-ESM1-5','ssp245','nep',-3.393944746,-0.110465224
'ACCESS-ESM1-5','ssp245','nep',-2.11453294,-0.545188659
'ACCESS-ESM1-5','ssp245','nep',-3.144471204,-0.229925344
'ACCESS-ESM1-5','ssp245','nep',-1.567978609,-0.039017798
'ACCESS-ESM1-5','ssp245','nep',-2.339105271,-0.303030391
'ACCESS-ESM1-5','ssp245','nep',-4.065023593,0.012723764
'ACCESS-ESM1-5','ssp245','nep',-5.41769328,-0.242237474
'ACCESS-ESM1-5','ssp245','nep',-0.302579459,-0.091441545
'ACCESS-ESM1-5','ssp245','nep',-0.513875325,-0.388733229
'ACCESS-ESM1-5','ssp245','nep',0.825722922,-0.111016066
'ACCESS-ESM1-5','ssp245','nep',0.621227698,-0.266017433
'ACCESS-ESM1-5','ssp245','npp',-0.415620351,-0.185966895
'ACCESS-ESM1-5','ssp245','npp',-0.209408464,-0.094530125
'ACCESS-ESM1-5','ssp245','npp',-0.646921683,0.111781584
'ACCESS-ESM1-5','ssp245','npp',0.644144852,0.090195083
'ACCESS-ESM1-5','ssp245','npp',0.627805646,0.078520354
'ACCESS-ESM1-5','ssp245','npp',2.318350284,0.029291117
'ACCESS-ESM1-5','ssp245','npp',1.407331651,0.040772865
'ACCESS-ESM1-5','ssp245','npp',0.18678653,-0.173562418
'ACCESS-ESM1-5','ssp245','npp',0.048745134,-0.025980753
'ACCESS-ESM1-5','ssp245','npp',-0.936106466,-0.031943037
'ACCESS-ESM1-5','ssp245','npp',1.633025362,0.100032462
'ACCESS-ESM1-5','ssp245','npp',-0.5537792,0.173292898
'ACCESS-ESM1-5','ssp245','npp',-2.098510476,0.335896719
'ACCESS-ESM1-5','ssp245','npp',-0.555750424,0.323006561
'ACCESS-ESM1-5','ssp245','npp',-0.297615073,0.400114765
'ACCESS-ESM1-5','ssp245','npp',2.07219988,0.588881604
'ACCESS-ESM1-5','ssp245','npp',0.9092808,0.26709637
'ACCESS-ESM1-5','ssp245','npp',1.682322261,0.381787753
'ACCESS-ESM1-5','ssp245','npp',0.703501373,0.498777097
'ACCESS-ESM1-5','ssp245','npp',-2.954923478,0.422578287
'ACCESS-ESM1-5','ssp245','npp',-1.720068031,0.408110953
'ACCESS-ESM1-5','ssp245','npp',1.575485589,0.36018752
'ACCESS-ESM1-5','ssp245','npp',1.926946017,0.418185317
'ACCESS-ESM1-5','ssp245','npp',0.397264164,0.233595341
'ACCESS-ESM1-5','ssp245','npp',-0.769968736,0.016778443
'ACCESS-ESM1-5','ssp245','npp',0.959437115,0.312197908
'ACCESS-ESM1-5','ssp245','npp',1.28885429,0.329684281
'ACCESS-ESM1-5','ssp245','npp',1.388733279,0.481821265
'ACCESS-ESM1-5','ssp245','npp',3.0647708,0.644222686
'ACCESS-ESM1-5','ssp245','npp',2.411222079,0.377520374
'ACCESS-ESM1-5','ssp245','npp',1.853626183,0.306201431
'ACCESS-ESM1-5','ssp245','npp',-0.884881663,0.398107747
'ACCESS-ESM1-5','ssp245','npp',0.674335072,0.564568809
'ACCESS-ESM1-5','ssp245','npp',-0.891503409,0.563658186
'ACCESS-ESM1-5','ssp245','npp',-2.223600645,0.95875018
'ACCESS-ESM1-5','ssp245','npp',-0.975934729,1.005273589
'ACCESS-ESM1-5','ssp245','npp',-1.180108837,0.80916658
'ACCESS-ESM1-5','ssp245','npp',-1.505663079,0.745261185
'ACCESS-ESM1-5','ssp245','npp',1.386390755,0.906076537
'ACCESS-ESM1-5','ssp245','npp',3.891050357,0.674367237
'ACCESS-ESM1-5','ssp245','npp',2.145510845,0.739628966
'ACCESS-ESM1-5','ssp245','npp',1.502902581,0.780181537
'ACCESS-ESM1-5','ssp245','npp',0.038304202,0.915426295
'ACCESS-ESM1-5','ssp245','npp',2.22734205,1.151108115
'ACCESS-ESM1-5','ssp245','npp',-0.96104181,0.941565476
'ACCESS-ESM1-5','ssp245','npp',0.940069322,0.924800441
'ACCESS-ESM1-5','ssp245','npp',1.58254381,0.746804227
'ACCESS-ESM1-5','ssp245','npp',0.015502604,1.147899072
'ACCESS-ESM1-5','ssp245','npp',0.59225137,0.995660987
'ACCESS-ESM1-5','ssp245','npp',2.062244448,1.026424493
'ACCESS-ESM1-5','ssp245','npp',0.847748346,0.952718594
'ACCESS-ESM1-5','ssp245','npp',1.436920905,0.863943505
'ACCESS-ESM1-5','ssp245','npp',4.687073213,0.60442655
'ACCESS-ESM1-5','ssp245','npp',1.14477496,0.882727976
'ACCESS-ESM1-5','ssp245','npp',1.272310746,0.858603495
'ACCESS-ESM1-5','ssp245','npp',2.914173307,1.272857211
'ACCESS-ESM1-5','ssp245','npp',-0.296219511,0.77447421
