model,scenario,variable,glb,nor
'NorESM2-MM','ssp370','npp',17.66218732,3.13456456
'NorESM2-MM','ssp370','npp',18.63434624,3.262299142
'NorESM2-MM','ssp370','npp',17.35655606,3.244343954
'NorESM2-MM','ssp370','npp',16.82424898,3.025233226
'NorESM2-MM','ssp370','npp',17.22646521,3.530712736
'NorESM2-MM','ssp370','npp',16.49330144,3.43146293
'NorESM2-MM','ssp370','npp',18.37453885,3.333018695
'NorESM2-MM','ssp370','npp',19.08407113,3.569953423
'NorESM2-MM','ssp370','npp',18.85751913,3.418727988
'NorESM2-MM','ssp370','npp',19.34441799,3.617171677
'NorESM2-MM','ssp370','npp',19.97659732,3.879233082
'NorESM2-MM','ssp370','npp',18.64870733,4.059420583
'NorESM2-MM','ssp370','npp',19.82212372,4.30189411
'NorESM2-MM','ssp370','npp',19.37461107,4.237254556
'NorESM2-MM','ssp370','npp',21.47815512,3.865193227
'NorESM2-MM','ssp370','npp',21.50611956,3.725421844
'NorESM2-MM','ssp370','npp',20.2624363,4.5510727
'NorESM2-MM','ssp370','npp',19.17626779,4.201426535
'NorESM2-MM','ssp370','npp',21.22737958,4.379110108
'NorESM2-MM','ssp370','npp',23.10390661,4.572346567
'NorESM2-MM','ssp370','npp',22.50844948,4.556250567
'NorESM2-MM','ssp370','npp',20.26705218,4.264534782
'NorESM2-MM','ssp370','npp',20.55863898,4.306622802
'NorESM2-MM','ssp370','npp',21.30679759,4.88407174
'NorESM2-MM','ssp370','rh',-1.04077944,-0.212969594
'NorESM2-MM','ssp370','rh',-0.22759051,-0.057188684
'NorESM2-MM','ssp370','rh',-0.468069646,-0.140478333
'NorESM2-MM','ssp370','rh',0.612564277,0.26572481
'NorESM2-MM','ssp370','rh',1.123875319,0.144911801
'NorESM2-MM','ssp370','rh',0.879843776,-0.15577474
'NorESM2-MM','ssp370','rh',1.024414297,-0.005298061
'NorESM2-MM','ssp370','rh',0.784491008,0.021663929
'NorESM2-MM','ssp370','rh',1.16323039,-0.236722636
'NorESM2-MM','ssp370','rh',1.121046966,-0.043241832
'NorESM2-MM','ssp370','rh',1.243855488,-0.169264585
'NorESM2-MM','ssp370','rh',1.833760298,0.247579952
'NorESM2-MM','ssp370','rh',1.158722847,0.005586903
'NorESM2-MM','ssp370','rh',1.844857538,0.050830739
'NorESM2-MM','ssp370','rh',2.538698871,0.526371557
'NorESM2-MM','ssp370','rh',2.640156503,0.497771676
'NorESM2-MM','ssp370','rh',2.36094952,0.243341235
'NorESM2-MM','ssp370','rh',3.417700258,0.605932474
'NorESM2-MM','ssp370','rh',3.350017857,0.285499473
'NorESM2-MM','ssp370','rh',2.93401992,0.305021109
'NorESM2-MM','ssp370','rh',3.412239836,0.159295296
'NorESM2-MM','ssp370','rh',3.350411804,0.590442999
'NorESM2-MM','ssp370','rh',3.05155273,0.670789768
'NorESM2-MM','ssp370','rh',3.770612008,0.271756559
'NorESM2-MM','ssp370','rh',4.076978889,0.132022667
'NorESM2-MM','ssp370','rh',4.57263632,0.832805056
'NorESM2-MM','ssp370','rh',3.213936448,0.199409078
'NorESM2-MM','ssp370','rh',4.433508171,0.573271279
'NorESM2-MM','ssp370','rh',5.217112328,0.726809695
'NorESM2-MM','ssp370','rh',4.998228824,0.536566057
'NorESM2-MM','ssp370','rh',5.07367897,0.545788615
'NorESM2-MM','ssp370','rh',5.210687477,0.891484221
'NorESM2-MM','ssp370','rh',5.682128011,0.908633395
'NorESM2-MM','ssp370','rh',6.495244993,0.88076169
'NorESM2-MM','ssp370','rh',5.91878586,0.827506691
'NorESM2-MM','ssp370','rh',5.759086341,0.888000633
'NorESM2-MM','ssp370','rh',6.344589759,1.218116804
'NorESM2-MM','ssp370','rh',6.404716246,1.336414745
'NorESM2-MM','ssp370','rh',6.603718537,1.529741299
'NorESM2-MM','ssp370','rh',7.395242185,1.377092735
'NorESM2-MM','ssp370','rh',6.845018193,1.024660809
'NorESM2-MM','ssp370','rh',6.834993113,1.12008948
'NorESM2-MM','ssp370','rh',8.074674562,1.300905434
'NorESM2-MM','ssp370','rh',8.713347737,1.22764051
'NorESM2-MM','ssp370','rh',7.870120375,1.602593978
'NorESM2-MM','ssp370','rh',8.272028302,1.543410845
'NorESM2-MM','ssp370','rh',8.633857497,1.382795838
'NorESM2-MM','ssp370','rh',9.299841887,1.906775829
'NorESM2-MM','ssp370','rh',8.823059545,1.666972074
'NorESM2-MM','ssp370','rh',8.744320214,1.501434689
'NorESM2-MM','ssp370','rh',9.31279667,1.886133244
'NorESM2-MM','ssp370','rh',8.993916583,1.71692977
'NorESM2-MM','ssp370','rh',8.651750101,1.558532405
'NorESM2-MM','ssp370','rh',8.833244159,1.729411353
'NorESM2-MM','ssp370','rh',9.389251292,2.164470614
'NorESM2-MM','ssp370','rh',10.46181727,2.17311361
'NorESM2-MM','ssp370','rh',9.714128022,2.384135331
'NorESM2-MM','ssp370','rh',10.95859833,2.562969252
'NorESM2-MM','ssp370','rh',11.239796,2.333948111
'NorESM2-MM','ssp370','rh',11.08231965,2.370186804
'NorESM2-MM','ssp370','rh',11.30612155,2.06285091
'NorESM2-MM','ssp370','rh',12.23671777,2.602665
'NorESM2-MM','ssp370','rh',12.67524327,2.652397415
'NorESM2-MM','ssp370','rh',12.54606586,2.480737559
'NorESM2-MM','ssp370','rh',12.64844258,2.429351479
'NorESM2-MM','ssp370','rh',12.72447373,2.282840496
'NorESM2-MM','ssp370','rh',12.65158618,2.899307529
'NorESM2-MM','ssp370','rh',12.41862164,2.652800413
'NorESM2-MM','ssp370','rh',13.52722378,2.752648472
'NorESM2-MM','ssp370','rh',13.80318024,2.817596438
'NorESM2-MM','ssp370','rh',14.11722469,2.842493637
'NorESM2-MM','ssp370','rh',14.86566876,2.923218239
'NorESM2-MM','ssp370','rh',14.34433529,2.733263873
'NorESM2-MM','ssp370','rh',14.22636218,3.127957212
'NorESM2-MM','ssp370','rh',15.38561182,3.514176177
'NorESM2-MM','ssp370','rh',14.72699848,3.392249918
'NorESM2-MM','ssp370','rh',15.59489072,3.073567613
'NorESM2-MM','ssp370','rh',16.15308791,3.168981409
'NorESM2-MM','ssp370','rh',15.66984228,3.592413277
'NorESM2-MM','ssp370','rh',15.19150012,3.513351048
'NorESM2-MM','ssp370','rh',16.7230852,3.666323713
'NorESM2-MM','ssp370','rh',16.64631132,3.288307406
'NorESM2-MM','ssp370','rh',16.64306113,3.668118753
'NorESM2-MM','ssp370','rh',16.15512766,3.450001373
'NorESM2-MM','ssp370','rh',16.82009759,3.874210419
'NorESM2-MM','ssp370','rh',15.95111666,3.960872801
'NorESM2-MM','ssp585','nep',-0.930472925,0.297429299
'NorESM2-MM','ssp585','nep',0.500495798,0.336857996
'NorESM2-MM','ssp585','nep',-0.605715413,-0.285232646
'NorESM2-MM','ssp585','nep',0.277182531,-0.342794874
'NorESM2-MM','ssp585','nep',0.758510009,-0.006259775
'NorESM2-MM','ssp585','nep',-0.172458302,-0.10140085
'NorESM2-MM','ssp585','nep',0.706670227,0.123722451
'NorESM2-MM','ssp585','nep',0.85423116,0.073606863
'NorESM2-MM','ssp585','nep',0.526111738,-0.417557758
'NorESM2-MM','ssp585','nep',0.301115551,0.164857293
'NorESM2-MM','ssp585','nep',0.490995582,0.229454302
'NorESM2-MM','ssp585','nep',1.287649654,0.050210535
'NorESM2-MM','ssp585','nep',2.314798464,0.129328283
'NorESM2-MM','ssp585','nep',1.669750153,-0.054020578
'NorESM2-MM','ssp585','nep',1.310861772,-0.283816622
'NorESM2-MM','ssp585','nep',1.141806676,0.061148049
'NorESM2-MM','ssp585','nep',0.195914552,0.288944403
'NorESM2-MM','ssp585','nep',2.412691118,0.204972574
'NorESM2-MM','ssp585','nep',1.998746468,-0.185232795
'NorESM2-MM','ssp585','nep',1.230533306,-0.09981264
'NorESM2-MM','ssp585','nep',0.720128742,0.205700277
'NorESM2-MM','ssp585','nep',3.19447291,0.088991544
'NorESM2-MM','ssp585','nep',3.146141275,0.292513436
'NorESM2-MM','ssp585','nep',1.788932063,0.175114976
'NorESM2-MM','ssp585','nep',2.05210576,0.167432001
'NorESM2-MM','ssp585','nep',1.413150735,0.358824953
'NorESM2-MM','ssp585','nep',2.142650603,0.343051502
'NorESM2-MM','ssp585','nep',3.732698442,0.775190487
'NorESM2-MM','ssp585','nep',3.027249591,0.144499214
'NorESM2-MM','ssp585','nep',3.134334939,0.541613243
'NorESM2-MM','ssp585','nep',3.269709113,0.387115159
'NorESM2-MM','ssp585','nep',2.384967435,0.352024801
'NorESM2-MM','ssp585','nep',1.741410726,0.385091075
'NorESM2-MM','ssp585','nep',2.715095101,0.501249059
'NorESM2-MM','ssp585','nep',3.689288737,0.398557784
'NorESM2-MM','ssp585','nep',4.864802376,0.562217205
'NorESM2-MM','ssp585','nep',3.737841549,0.231302696
'NorESM2-MM','ssp585','nep',2.844177656,0.449025848
'NorESM2-MM','ssp585','nep',2.364379269,0.247173443
'NorESM2-MM','ssp585','nep',4.822312559,0.490179572
'NorESM2-MM','ssp585','nep',5.064199807,0.354363425
'NorESM2-MM','ssp585','nep',4.054383435,0.407172307
'NorESM2-MM','ssp585','nep',4.766796981,0.49244778
'NorESM2-MM','ssp585','nep',2.38088335,0.108094808
'NorESM2-MM','ssp585','nep',4.114854278,1.107986863
'NorESM2-MM','ssp585','nep',5.100062315,0.757125138
'NorESM2-MM','ssp585','nep',3.768950569,0.594570287
'NorESM2-MM','ssp585','nep',4.585070355,0.312698859
'NorESM2-MM','ssp585','nep',5.554477033,0.811969423
'NorESM2-MM','ssp585','nep',5.32140843,1.368069406
'NorESM2-MM','ssp585','nep',5.009144877,0.348727594
'NorESM2-MM','ssp585','nep',4.495360665,0.639610665
'NorESM2-MM','ssp585','nep',4.904549366,0.427526393
'NorESM2-MM','ssp585','nep',6.323651277,0.677695464
'NorESM2-MM','ssp585','nep',4.831857922,0.784760554
'NorESM2-MM','ssp585','nep',4.687279875,0.282737162
'NorESM2-MM','ssp585','nep',4.990740119,0.454887658
'NorESM2-MM','ssp585','nep',4.425397023,0.366401949
'NorESM2-MM','ssp585','nep',4.57339343,0.587033657
'NorESM2-MM','ssp585','nep',6.488724009,0.93410801
'NorESM2-MM','ssp585','nep',6.908058937,0.960419807
'NorESM2-MM','ssp585','nep',3.581560286,0.406698173
'NorESM2-MM','ssp585','nep',5.269456338,1.018721857
'NorESM2-MM','ssp585','nep',6.347430351,0.621324045
'NorESM2-MM','ssp585','nep',6.06592201,0.821935963
'NorESM2-MM','ssp585','nep',4.987992957,0.873128884
'NorESM2-MM','ssp585','nep',6.391788313,0.880065159
'NorESM2-MM','ssp585','nep',6.372378619,0.702014221
'NorESM2-MM','ssp585','nep',5.589077807,0.757067198
'NorESM2-MM','ssp585','nep',5.529217634,1.344748357
'NorESM2-MM','ssp585','nep',5.62222429,0.609015632
'NorESM2-MM','ssp585','nep',5.252613669,0.583081134
'NorESM2-MM','ssp585','nep',6.208171408,0.881284907
'NorESM2-MM','ssp585','nep',5.880776119,0.473705445
'NorESM2-MM','ssp585','nep',5.369446187,0.657540543
'NorESM2-MM','ssp585','nep',5.520759945,0.242968587
'NorESM2-MM','ssp585','nep',7.29431235,0.848878532
'NorESM2-MM','ssp585','nep',6.590824458,0.730124497
'NorESM2-MM','ssp585','nep',5.476892646,0.289253103
'NorESM2-MM','ssp585','nep',5.146654308,0.552119806
'NorESM2-MM','ssp585','nep',6.992990262,0.843589552
'NorESM2-MM','ssp585','nep',6.276827109,0.820155441
'NorESM2-MM','ssp585','nep',5.109063983,0.738273907
'NorESM2-MM','ssp585','nep',6.736445702,0.904342869
'NorESM2-MM','ssp585','nep',6.085590949,0.907630211
'NorESM2-MM','ssp585','nep',6.238628765,0.695878831
'NorESM2-MM','ssp585','npp',-1.57957906,0.128752945
'NorESM2-MM','ssp585','npp',-0.112275934,0.342824711
'NorESM2-MM','ssp585','npp',-0.98056505,-0.289831571
'NorESM2-MM','ssp585','npp',0.976831557,-0.26273848
'NorESM2-MM','ssp585','npp',1.695588487,0.080992395
'NorESM2-MM','ssp585','npp',0.570138598,0.004365838
'NorESM2-MM','ssp585','npp',1.248858978,0.095644834
'NorESM2-MM','ssp585','npp',1.772990133,0.010021534
'NorESM2-MM','ssp585','npp',2.179839995,-0.010316623
'NorESM2-MM','ssp585','npp',1.316212724,0.684612644
'NorESM2-MM','ssp585','npp',2.195787409,0.322207175
'NorESM2-MM','ssp585','npp',3.456495706,0.320813077
'NorESM2-MM','ssp585','npp',4.707526843,0.174299773
'NorESM2-MM','ssp585','npp',4.701259467,0.351502652
'NorESM2-MM','ssp585','npp',4.360887329,0.044353825
'NorESM2-MM','ssp585','npp',3.207896303,0.025922247
'NorESM2-MM','ssp585','npp',3.053529739,0.550976214
'NorESM2-MM','ssp585','npp',5.089785239,0.097266693
'NorESM2-MM','ssp585','npp',5.098834206,0.114353928
'NorESM2-MM','ssp585','npp',3.357867221,0.160492803
'NorESM2-MM','ssp585','npp',4.260336526,0.848147599
'NorESM2-MM','ssp585','npp',6.78196468,0.388481077
'NorESM2-MM','ssp585','npp',7.044128398,1.042551415
'NorESM2-MM','ssp585','npp',5.698950541,0.657835758
'NorESM2-MM','ssp585','npp',5.283183971,0.673811746
'NorESM2-MM','ssp585','npp',4.687423029,1.391888148
'NorESM2-MM','ssp585','npp',6.285239301,1.211838365
'NorESM2-MM','ssp585','npp',9.094726404,1.954099627
'NorESM2-MM','ssp585','npp',8.242450708,1.23422365
'NorESM2-MM','ssp585','npp',7.552306287,1.283349143
'NorESM2-MM','ssp585','npp',8.622069478,1.484738904
'NorESM2-MM','ssp585','npp',7.434332115,1.400366797
'NorESM2-MM','ssp585','npp',6.485494267,1.609013463
'NorESM2-MM','ssp585','npp',7.535426319,1.893954393
'NorESM2-MM','ssp585','npp',10.25978108,1.590953678
'NorESM2-MM','ssp585','npp',11.65253229,1.613886429
'NorESM2-MM','ssp585','npp',10.07279684,1.282622934
'NorESM2-MM','ssp585','npp',9.728719434,1.636010772
'NorESM2-MM','ssp585','npp',9.829547578,1.863021363
'NorESM2-MM','ssp585','npp',12.85420537,1.874587871
'NorESM2-MM','ssp585','npp',12.86194323,1.556164359
'NorESM2-MM','ssp585','npp',12.68714049,1.632164393
'NorESM2-MM','ssp585','npp',13.86081117,1.831430716
'NorESM2-MM','ssp585','npp',9.995092946,1.447449066
'NorESM2-MM','ssp585','npp',13.29888257,3.063050112
'NorESM2-MM','ssp585','npp',13.91553411,2.484369456
'NorESM2-MM','ssp585','npp',12.95076013,2.155861702
'NorESM2-MM','ssp585','npp',14.00998553,1.938539178
'NorESM2-MM','ssp585','npp',15.59841192,2.895262717
'NorESM2-MM','ssp585','npp',15.61634581,3.0297498
'NorESM2-MM','ssp585','npp',16.13918633,2.497038654
'NorESM2-MM','ssp585','npp',15.83011068,2.987432823
'NorESM2-MM','ssp585','npp',16.66478054,2.654982937
'NorESM2-MM','ssp585','npp',18.37381153,2.95938752
'NorESM2-MM','ssp585','npp',16.78446282,2.814914539
'NorESM2-MM','ssp585','npp',17.14713791,2.839051838
'NorESM2-MM','ssp585','npp',17.07107095,2.881558816
'NorESM2-MM','ssp585','npp',17.0048408,2.823424889
'NorESM2-MM','ssp585','npp',18.74991239,3.449901918
'NorESM2-MM','ssp585','npp',21.0870011,3.700444068
'NorESM2-MM','ssp585','npp',20.23721694,2.982919061
'NorESM2-MM','ssp585','npp',16.92974573,3.007514754
'NorESM2-MM','ssp585','npp',20.29040576,3.801094606
'NorESM2-MM','ssp585','npp',21.43057247,3.558020083
'NorESM2-MM','ssp585','npp',20.57978019,3.810925729
'NorESM2-MM','ssp585','npp',20.56247927,3.896025606
'NorESM2-MM','ssp585','npp',21.90101269,4.213942885
'NorESM2-MM','ssp585','npp',23.08033214,4.449575097
'NorESM2-MM','ssp585','npp',22.36218397,4.588144409
'NorESM2-MM','ssp585','npp',23.29951046,5.257441556
'NorESM2-MM','ssp585','npp',23.29752961,4.55316014
'NorESM2-MM','ssp585','npp',23.27003179,4.538779331
'NorESM2-MM','ssp585','npp',23.980397,5.110013627
'NorESM2-MM','ssp585','npp',24.32799455,4.739289651
'NorESM2-MM','ssp585','npp',23.57455262,4.949927661
'NorESM2-MM','ssp585','npp',25.62530658,4.926596316
'NorESM2-MM','ssp585','npp',27.9540418,5.142130177
'NorESM2-MM','ssp585','npp',26.08537878,5.109011255
'NorESM2-MM','ssp585','npp',27.10568747,5.215307735
'NorESM2-MM','ssp585','npp',25.70042232,4.903182057
'NorESM2-MM','ssp585','npp',28.09130945,5.386969239
'NorESM2-MM','ssp585','npp',26.88376325,5.511856571
'NorESM2-MM','ssp585','npp',28.46309793,5.761710454
'NorESM2-MM','ssp585','npp',29.9232725,5.851324116
'NorESM2-MM','ssp585','npp',27.46311348,5.81274331
'NorESM2-MM','ssp585','npp',29.62780853,5.809528189
'NorESM2-MM','ssp585','rh',-0.649106145,-0.168676359
'NorESM2-MM','ssp585','rh',-0.61277173,0.005966714
'NorESM2-MM','ssp585','rh',-0.374849628,-0.004598923
'NorESM2-MM','ssp585','rh',0.699649034,0.080056398
'NorESM2-MM','ssp585','rh',0.937078468,0.087252169
'NorESM2-MM','ssp585','rh',0.742596899,0.105766689
'NorESM2-MM','ssp585','rh',0.542188732,-0.028077616
'NorESM2-MM','ssp585','rh',0.918758965,-0.063585326
'NorESM2-MM','ssp585','rh',1.653728264,0.407241139
'NorESM2-MM','ssp585','rh',1.015097174,0.519755352
'NorESM2-MM','ssp585','rh',1.704791829,0.092752873
'NorESM2-MM','ssp585','rh',2.168846023,0.270602544
'NorESM2-MM','ssp585','rh',2.392728393,0.04497149
'NorESM2-MM','ssp585','rh',3.031509323,0.405523227
'NorESM2-MM','ssp585','rh',3.050025559,0.328170447
'NorESM2-MM','ssp585','rh',2.066089624,-0.035225802
'NorESM2-MM','ssp585','rh',2.857615202,0.262031812
'NorESM2-MM','ssp585','rh',2.677094118,-0.107705881
'NorESM2-MM','ssp585','rh',3.100087738,0.299586726
'NorESM2-MM','ssp585','rh',2.127333906,0.260305446
'NorESM2-MM','ssp585','rh',3.540207796,0.642447323
'NorESM2-MM','ssp585','rh',3.587491777,0.299489534
'NorESM2-MM','ssp585','rh',3.897987116,0.750037982
'NorESM2-MM','ssp585','rh',3.910018474,0.482720789
'NorESM2-MM','ssp585','rh',3.231078204,0.506379745
'NorESM2-MM','ssp585','rh',3.274272304,1.033063192
'NorESM2-MM','ssp585','rh',4.142588697,0.868786863
'NorESM2-MM','ssp585','rh',5.362027962,1.178909142
'NorESM2-MM','ssp585','rh',5.215201137,1.089724434
'NorESM2-MM','ssp585','rh',4.417971354,0.7417359
'NorESM2-MM','ssp585','rh',5.352360362,1.097623743
'NorESM2-MM','ssp585','rh',5.049364688,1.048342
'NorESM2-MM','ssp585','rh',4.744083544,1.22392239
'NorESM2-MM','ssp585','rh',4.820331216,1.392705339
'NorESM2-MM','ssp585','rh',6.570492351,1.192395895
'NorESM2-MM','ssp585','rh',6.787729912,1.051669224
'NorESM2-MM','ssp585','rh',6.3349553,1.051320243
'NorESM2-MM','ssp585','rh',6.884541793,1.186984925
'NorESM2-MM','ssp585','rh',7.465168337,1.615847925
'NorESM2-MM','ssp585','rh',8.0318928,1.384408301
'NorESM2-MM','ssp585','rh',7.79774344,1.201800935
'NorESM2-MM','ssp585','rh',8.632757066,1.224992096
'NorESM2-MM','ssp585','rh',9.094014199,1.338982942
'NorESM2-MM','ssp585','rh',7.614209569,1.33935426
'NorESM2-MM','ssp585','rh',9.184028286,1.95506325
'NorESM2-MM','ssp585','rh',8.815471773,1.727244315
'NorESM2-MM','ssp585','rh',9.181809578,1.561291414
'NorESM2-MM','ssp585','rh',9.424915165,1.62584032
'NorESM2-MM','ssp585','rh',10.04393489,2.083293294
'NorESM2-MM','ssp585','rh',10.29493739,1.6616804
'NorESM2-MM','ssp585','rh',11.13004146,2.148311066
'NorESM2-MM','ssp585','rh',11.33475001,2.34782216
'NorESM2-MM','ssp585','rh',11.76023116,2.227456542
'NorESM2-MM','ssp585','rh',12.05016025,2.281692056
'NorESM2-MM','ssp585','rh',11.9526049,2.030153989
'NorESM2-MM','ssp585','rh',12.45985805,2.556314681
'NorESM2-MM','ssp585','rh',12.08033084,2.42667116
'NorESM2-MM','ssp585','rh',12.57944377,2.457022942
'NorESM2-MM','ssp585','rh',14.17651896,2.862868263
'NorESM2-MM','ssp585','rh',14.59827709,2.766336058
'NorESM2-MM','ssp585','rh',13.32915801,2.022499255
'NorESM2-MM','ssp585','rh',13.34818545,2.600816584
'NorESM2-MM','ssp585','rh',15.02094941,2.782372752
'NorESM2-MM','ssp585','rh',15.08314213,2.936696037
'NorESM2-MM','ssp585','rh',14.51385818,2.988989764
'NorESM2-MM','ssp585','rh',15.57448634,3.022896723
'NorESM2-MM','ssp585','rh',15.50922437,3.333877733
'NorESM2-MM','ssp585','rh',16.70795353,3.747560878
'NorESM2-MM','ssp585','rh',16.77310616,3.831077211
'NorESM2-MM','ssp585','rh',17.77029283,3.9126932
'NorESM2-MM','ssp585','rh',17.67530531,3.9441445
'NorESM2-MM','ssp585','rh',18.01741814,3.955698204
'NorESM2-MM','ssp585','rh',17.7722256,4.228728723
'NorESM2-MM','ssp585','rh',18.44721843,4.265584203
'NorESM2-MM','ssp585','rh',18.20510644,4.292387117
'NorESM2-MM','ssp585','rh',20.10454666,4.683627728
'NorESM2-MM','ssp585','rh',20.65972944,4.29325165
'NorESM2-MM','ssp585','rh',19.49455431,4.378886758
'NorESM2-MM','ssp585','rh',21.62879482,4.926054627
'NorESM2-MM','ssp585','rh',20.553768,4.351062254
'NorESM2-MM','ssp585','rh',21.0983192,4.543379685
'NorESM2-MM','ssp585','rh',20.60693615,4.691701131
'NorESM2-MM','ssp585','rh',23.35403395,5.023436547
'NorESM2-MM','ssp585','rh',23.18682681,4.946981259
'NorESM2-MM','ssp585','rh',21.37752255,4.905113101
'NorESM2-MM','ssp585','rh',23.38917977,5.113649358
'CESM2-WACCM','ssp126','nep',-0.12892984,-0.073261976
'CESM2-WACCM','ssp126','nep',-1.200332866,-0.379850782
'CESM2-WACCM','ssp126','nep',0.52213767,0.046695734
'CESM2-WACCM','ssp126','nep',-0.205362001,0.321181173
'CESM2-WACCM','ssp126','nep',1.012487036,0.085235851
'CESM2-WACCM','ssp126','nep',1.706579962,0.20980018
'CESM2-WACCM','ssp126','nep',0.297053171,0.310875569
'CESM2-WACCM','ssp126','nep',0.400844911,0.420906375
'CESM2-WACCM','ssp126','nep',1.530955463,0.123946067
'CESM2-WACCM','ssp126','nep',0.088191143,-0.036725734
'CESM2-WACCM','ssp126','nep',1.051720588,0.304744658
'CESM2-WACCM','ssp126','nep',1.784440124,-0.040251715
'CESM2-WACCM','ssp126','nep',1.405213584,-0.049618204
'CESM2-WACCM','ssp126','nep',0.628151692,0.034425058
'CESM2-WACCM','ssp126','nep',1.377772157,-0.058250017
'CESM2-WACCM','ssp126','nep',0.963845173,0.32552338
'CESM2-WACCM','ssp126','nep',2.20966851,0.220683802
'CESM2-WACCM','ssp126','nep',1.818091234,0.289343108
'CESM2-WACCM','ssp126','nep',1.041220623,0.316414045
'CESM2-WACCM','ssp126','nep',1.724014536,0.343918231
'CESM2-WACCM','ssp126','nep',1.482282345,0.254068742
'CESM2-WACCM','ssp126','nep',0.974709291,0.490227837
'CESM2-WACCM','ssp126','nep',2.488853068,0.304600966
'CESM2-WACCM','ssp126','nep',0.688414821,0.309695987
'CESM2-WACCM','ssp126','nep',1.212854161,0.191075986
'CESM2-WACCM','ssp126','nep',1.636228851,0.346662318
'CESM2-WACCM','ssp126','nep',1.854957313,0.529324258
'CESM2-WACCM','ssp126','nep',3.047198388,0.544891294
'CESM2-WACCM','ssp126','nep',0.925961507,-0.066595621
'CESM2-WACCM','ssp126','nep',0.897319877,0.203310797
'CESM2-WACCM','ssp126','nep',1.814611128,0.069164292
'CESM2-WACCM','ssp126','nep',2.259715484,0.670010656
'CESM2-WACCM','ssp126','nep',1.765146091,0.352643376
'CESM2-WACCM','ssp126','nep',0.569263279,0.257695134
'CESM2-WACCM','ssp126','nep',1.469465843,0.247356219
'CESM2-WACCM','ssp126','nep',1.357362279,0.149324183
'CESM2-WACCM','ssp126','nep',1.872662441,0.753428903
'CESM2-WACCM','ssp126','nep',0.998897884,0.603858942
'CESM2-WACCM','ssp126','nep',1.642318873,-0.106829702
'CESM2-WACCM','ssp126','nep',1.081886099,0.11528615
'CESM2-WACCM','ssp126','nep',1.544279882,0.370355807
'CESM2-WACCM','ssp126','nep',2.611443591,-0.034090642
'CESM2-WACCM','ssp126','nep',1.585092385,0.375347766
'CESM2-WACCM','ssp126','nep',0.919241176,0.139939819
'CESM2-WACCM','ssp126','nep',2.310008403,0.12598328
'CESM2-WACCM','ssp126','nep',1.018513426,0.181457989
'CESM2-WACCM','ssp126','nep',0.530560436,0.140462233
'CESM2-WACCM','ssp126','nep',1.518184979,0.014794424
'CESM2-WACCM','ssp126','nep',0.459777405,0.172674396
'CESM2-WACCM','ssp126','nep',-0.089931059,-0.006544197
'CESM2-WACCM','ssp126','nep',1.132840884,0.172022653
'CESM2-WACCM','ssp126','nep',2.27067731,0.136192899
'CESM2-WACCM','ssp126','nep',0.597886882,0.317252577
'CESM2-WACCM','ssp126','nep',-0.124693784,0.343307836
'CESM2-WACCM','ssp126','nep',0.870199653,0.362502182
'CESM2-WACCM','ssp126','nep',1.727336734,0.177871974
'CESM2-WACCM','ssp126','nep',0.065634681,-0.194002618
'CESM2-WACCM','ssp126','nep',0.035507928,-0.110642561
'CESM2-WACCM','ssp126','nep',1.629467817,0.200701564
'CESM2-WACCM','ssp126','nep',-0.341340091,0.106256493
'CESM2-WACCM','ssp126','nep',0.710748424,0.297669593
'CESM2-WACCM','ssp126','nep',-0.628178683,-0.009343334
'CESM2-WACCM','ssp126','nep',0.153934248,0.397416413
'CESM2-WACCM','ssp126','nep',1.869724838,0.049293638
'CESM2-WACCM','ssp126','nep',-1.016107079,-0.327031253
'CESM2-WACCM','ssp126','nep',-0.731421683,-0.006088662
'CESM2-WACCM','ssp126','nep',0.788452597,0.246851424
'CESM2-WACCM','ssp126','nep',0.751636039,0.243784771
'CESM2-WACCM','ssp126','nep',-1.633762602,0.150882999
'CESM2-WACCM','ssp126','nep',-0.85683285,0.012188121
'CESM2-WACCM','ssp126','nep',-0.251510567,-0.018338419
'CESM2-WACCM','ssp126','nep',-1.646392126,0.227312321
'CESM2-WACCM','ssp126','nep',0.396397937,0.073926572
'CESM2-WACCM','ssp126','nep',-0.248015936,-0.272181258
'CESM2-WACCM','ssp126','nep',-0.85769162,0.008804993
'CESM2-WACCM','ssp126','nep',0.07420798,0.268458499
'CESM2-WACCM','ssp126','nep',-0.986566336,0.303374471
'CESM2-WACCM','ssp126','nep',-0.412985526,0.293739427
'CESM2-WACCM','ssp126','nep',-0.223595963,-0.317470136
'CESM2-WACCM','ssp126','nep',0.28876711,0.061194052
'CESM2-WACCM','ssp126','nep',0.548505314,0.088424701
'CESM2-WACCM','ssp126','nep',-0.568358866,0.313811965
'CESM2-WACCM','ssp126','nep',-0.956845667,-0.143257601
'CESM2-WACCM','ssp126','nep',0.715794513,-0.060652731
'CESM2-WACCM','ssp126','nep',-0.738201332,0.205941277
'CESM2-WACCM','ssp126','nep',-0.79276566,-0.394494545
'CESM2-WACCM','ssp126','npp',-0.548938404,-0.327847553
'CESM2-WACCM','ssp126','npp',-1.641965272,-0.538769745
'CESM2-WACCM','ssp126','npp',0.591077041,0.249711596
'CESM2-WACCM','ssp126','npp',-0.113100669,0.448958931
'CESM2-WACCM','ssp126','npp',1.712927304,0.16794677
'CESM2-WACCM','ssp126','npp',2.101884418,-0.012299509
