variable,scale,scenario,temperature,data,model
'NEP','GLB','SSP585',1.076861026,2174.837383,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.220735859,2790.681625,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.319915457,3184.253736,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.58946209,1504.04216,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.325495289,3757.146122,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.305477728,4463.90877,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.338713687,3421.05628,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.563788525,2410.673666,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.640611526,1183.929148,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.6173226,3049.500069,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.758468396,3155.123538,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.729074621,2184.119657,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.747280285,4558.864958,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.726110297,3241.864089,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.040080372,2561.301857,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.995651427,2767.624402,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.850151291,3123.396627,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',1.789192148,3667.026891,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.195954873,1930.543669,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.537636731,895.548008,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.17204022,2101.645987,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.005602355,5357.403318,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.032229623,3952.66385,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.389769424,1631.273558,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.664727866,1275.597209,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.515858589,4348.843302,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.553671909,4398.135467,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.589330317,2137.551178,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.518264895,2605.647061,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.525278214,2880.500409,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.637169532,3655.541461,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.71341656,2897.233092,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.014387984,1137.419296,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',2.922652094,2920.35778,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.031162392,3751.103765,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.042048841,3786.123428,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.119904196,1975.543948,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.33797838,981.6621122,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.189818511,3333.782262,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.121211561,3493.455567,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.310555063,4047.044856,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.161999286,4895.089899,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.299830963,3129.937073,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.406394281,2643.801431,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.517784672,2046.554572,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.456306489,3139.344405,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.4511518,4271.211762,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.883283723,1054.611459,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.89208477,4949.231301,'MPI-ESM1-2-LR'
'NEP','GLB','SSP585',3.627672389,4378.838875,'MPI-ESM1-2-LR'
'NPP','GLB','SSP126',0.01320351,-1705.581661,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',-0.070315747,-197.6562687,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',-0.026240286,541.3063844,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',-0.063223808,843.6499764,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.146576331,518.2815686,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.301398033,-1591.994672,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.630393662,-1337.585681,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.555783693,561.8138068,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.341089853,973.215218,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.474851473,-593.5706816,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.543201254,-1479.531785,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.612675405,-505.2665922,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.792852622,475.9245356,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.672488068,257.5211507,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.615989336,399.1453342,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.376949353,-268.9464043,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.658225408,-999.6044976,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.766088026,-683.0429045,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.701464224,-99.18242192,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.605212272,1061.034937,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.060287727,-95.30770656,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.875599211,1200.652608,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.904543228,876.9021471,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.797317358,-569.0956375,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.023336445,-1816.858174,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.815870346,452.4876929,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.682536962,-481.7781831,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.057565918,-1514.830016,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.068201317,-1667.717419,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.922931008,595.3238246,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.870115471,1135.536892,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.775180778,1059.4278,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.69626816,2052.666987,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.854038706,1728.920261,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.865044121,-1741.918959,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.994579405,-3482.910002,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.017877996,-1061.949421,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.973163569,-1152.530083,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.048198543,-728.2091806,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.024712225,565.3299134,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.812727274,3485.340111,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.954350904,3201.649857,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.126677769,399.904233,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.161659791,-1429.085755,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.153738131,457.6133544,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.905498996,1326.693855,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.897895292,-843.3963165,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.043559293,-1219.153539,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.015439666,81.04431867,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.995990148,-829.6425783,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',0.918501313,1573.991349,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.107636305,-829.7682315,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.241348314,-1341.372856,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.126839112,1126.952386,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.454154015,-792.2155118,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.477252901,-2096.006015,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.681776438,1140.421982,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.366872931,1872.216109,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.510826417,972.7876357,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.551542278,-1688.091887,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.394288481,-735.7549772,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.192927105,1074.812225,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.263490485,1219.470956,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.491042655,-835.9905306,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.331310537,-83.34823278,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.309963665,98.4987184,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.295486566,-781.0027648,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.220830307,-550.989588,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.22206929,135.6612313,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.392031264,-1858.876391,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.512676619,-2928.694626,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.465220741,-4271.700911,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.304723539,-1695.3055,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.122178671,786.5556114,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.219496516,-2089.448564,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.223558915,-398.3302326,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.292895889,38.22317358,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.399941001,-640.3537288,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.149443244,343.8160017,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.102916954,1962.658139,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.407044873,-4262.586846,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.453123607,-3162.953674,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.183780188,-201.4339223,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.32552697,7.801566439,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.432825031,-2080.383566,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',1.407542889,-1282.509412,'ACCESS-ESM1-5'
'NPP','GLB','SSP126',-0.26207373,-1180.84028,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.030633749,-134.3349264,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.189998114,-1250.655566,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.043802326,2575.080951,'BCC-CSM2-MR'
'NPP','GLB','SSP126',-0.00236046,-9.250178662,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.030281419,-1609.509763,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.14515259,1621.311759,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.259172801,1718.236636,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.115043928,3884.959521,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.200482661,2036.327008,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.377219263,497.2461724,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.348553446,3317.272064,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.219265956,5351.676543,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.386772697,3733.793968,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.282818173,3257.77124,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.277108416,5154.10326,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.534085369,3664.853394,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.459850669,5919.36305,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.647370435,3525.302675,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.566000443,5761.02459,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.616291054,4388.886113,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.837389268,5238.067684,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.621850671,4774.689149,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.744163946,3652.39465,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.604508395,8195.108932,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.695589656,6988.540749,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.569864646,3455.604683,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.720949529,6957.375126,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.686419576,7086.036851,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.621719807,6476.181623,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.54944079,6867.304321,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.76797074,7434.132593,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.928479329,7390.183469,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.907733828,8353.002402,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.851608786,6177.274711,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.87163285,4987.164966,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.818017906,8050.22005,'BCC-CSM2-MR'
'NPP','GLB','SSP126',1.082276504,6169.552583,'BCC-CSM2-MR'
'NPP','GLB','SSP126',1.004856101,9967.211896,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.736611265,8814.298522,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.931904525,7073.80319,'BCC-CSM2-MR'
'NPP','GLB','SSP126',1.076700808,8277.529038,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.85361419,5498.288507,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.880189039,6038.313693,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.946831232,8324.470383,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.762438322,6376.400743,'BCC-CSM2-MR'
'NPP','GLB','SSP126',1.069231725,8404.051708,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.974027085,5750.325232,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.906768051,9787.422096,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.825427454,8208.124516,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.778166009,7785.140513,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.728545965,7682.297579,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.84965939,6263.310031,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.889861226,7240.72482,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.867241296,7599.170164,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.814048942,6633.289729,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.857509013,8253.495378,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.973742992,10594.049,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.974040684,5539.138757,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.826918125,8181.508294,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.715250086,9388.216612,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.87383662,6086.003162,'BCC-CSM2-MR'
'NPP','GLB','SSP126',1.073848334,4626.472766,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.898236551,8269.637246,'BCC-CSM2-MR'
'NPP','GLB','SSP126',1.041902737,7889.396793,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.822269201,8177.560657,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.661513291,7577.176824,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.746942606,6046.355306,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.749582109,6296.034121,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.854444454,5746.999714,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.924186504,5757.815684,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.871195731,6545.465523,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.815757304,6385.685621,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.698563814,8824.608379,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.673942443,7446.205398,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.619716236,5585.542878,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.667876513,4258.562862,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.579977254,6474.142397,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.675431241,7861.433592,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.72562485,3820.504825,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.452543673,6983.215864,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.400590053,5026.64944,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.412453579,6046.303419,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.575948767,4566.340677,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.719388015,3618.248768,'BCC-CSM2-MR'
'NPP','GLB','SSP126',0.635931503,3067.008817,'BCC-CSM2-MR'
'NPP','GLB','SSP126',-0.033636429,-77.0800682,'CanESM5'
'NPP','GLB','SSP126',-0.077189634,1158.069812,'CanESM5'
'NPP','GLB','SSP126',0.152545074,-1996.902159,'CanESM5'
'NPP','GLB','SSP126',0.036938616,-839.7283933,'CanESM5'
'NPP','GLB','SSP126',-0.078657628,1755.640808,'CanESM5'
'NPP','GLB','SSP126',-0.048199895,3695.330684,'CanESM5'
'NPP','GLB','SSP126',0.1157196,4982.178212,'CanESM5'
'NPP','GLB','SSP126',0.102045294,5736.314219,'CanESM5'
'NPP','GLB','SSP126',0.541724472,1577.888915,'CanESM5'
'NPP','GLB','SSP126',0.614689393,1090.217531,'CanESM5'
'NPP','GLB','SSP126',0.590837105,5039.329351,'CanESM5'
'NPP','GLB','SSP126',0.671939875,5213.942135,'CanESM5'
'NPP','GLB','SSP126',0.658323285,4041.13804,'CanESM5'
'NPP','GLB','SSP126',0.767222747,5711.405875,'CanESM5'
'NPP','GLB','SSP126',0.565638841,7108.341108,'CanESM5'
'NPP','GLB','SSP126',0.840936082,6284.703051,'CanESM5'
'NPP','GLB','SSP126',0.788397726,4158.588374,'CanESM5'
'NPP','GLB','SSP126',0.907172129,5729.552661,'CanESM5'
'NPP','GLB','SSP126',1.008784225,8333.558014,'CanESM5'
'NPP','GLB','SSP126',0.940895131,7763.914554,'CanESM5'
'NPP','GLB','SSP126',0.95289786,5734.225027,'CanESM5'
'NPP','GLB','SSP126',1.176613226,14053.22245,'CanESM5'
'NPP','GLB','SSP126',1.047325739,14215.16923,'CanESM5'
'NPP','GLB','SSP126',1.279473985,12196.5544,'CanESM5'
'NPP','GLB','SSP126',1.424632481,9179.253341,'CanESM5'
'NPP','GLB','SSP126',1.337726857,10958.4303,'CanESM5'
'NPP','GLB','SSP126',1.330668796,12530.2126,'CanESM5'
'NPP','GLB','SSP126',1.421568087,11148.11036,'CanESM5'
'NPP','GLB','SSP126',1.466356038,13755.34695,'CanESM5'
'NPP','GLB','SSP126',1.379931342,14034.40807,'CanESM5'
'NPP','GLB','SSP126',1.312957034,11003.08592,'CanESM5'
'NPP','GLB','SSP126',1.437829922,9056.325379,'CanESM5'
'NPP','GLB','SSP126',1.551434936,12500.42535,'CanESM5'
'NPP','GLB','SSP126',1.288918817,16150.21436,'CanESM5'
'NPP','GLB','SSP126',1.552394274,15022.93203,'CanESM5'
'NPP','GLB','SSP126',1.519548944,13707.40979,'CanESM5'
'NPP','GLB','SSP126',1.409932249,18587.41922,'CanESM5'
'NPP','GLB','SSP126',1.663285338,18057.68461,'CanESM5'
'NPP','GLB','SSP126',1.814349385,12766.59785,'CanESM5'
'NPP','GLB','SSP126',1.713279431,15562.24189,'CanESM5'
'NPP','GLB','SSP126',1.647181244,14134.78236,'CanESM5'
'NPP','GLB','SSP126',1.899815465,13133.81953,'CanESM5'
'NPP','GLB','SSP126',1.924742145,15295.95394,'CanESM5'
'NPP','GLB','SSP126',1.750054945,15549.68019,'CanESM5'
'NPP','GLB','SSP126',1.773379425,16555.80512,'CanESM5'
'NPP','GLB','SSP126',1.817533159,17632.46186,'CanESM5'
'NPP','GLB','SSP126',1.661340588,16797.63917,'CanESM5'
'NPP','GLB','SSP126',1.814265025,16019.42281,'CanESM5'
'NPP','GLB','SSP126',1.840404152,14637.35258,'CanESM5'
'NPP','GLB','SSP126',1.717732595,16380.69984,'CanESM5'
'NPP','GLB','SSP126',1.592486008,17900.02847,'CanESM5'
'NPP','GLB','SSP126',1.775931845,15054.85827,'CanESM5'
'NPP','GLB','SSP126',1.75614996,18537.43984,'CanESM5'
'NPP','GLB','SSP126',1.689504799,19200.57948,'CanESM5'
'NPP','GLB','SSP126',1.833352976,17025.43863,'CanESM5'
'NPP','GLB','SSP126',1.895112126,16397.97518,'CanESM5'
'NPP','GLB','SSP126',1.776781953,16156.4574,'CanESM5'
'NPP','GLB','SSP126',1.853891905,18961.41331,'CanESM5'
'NPP','GLB','SSP126',1.815699131,18035.44303,'CanESM5'
'NPP','GLB','SSP126',1.98524172,17483.77511,'CanESM5'
'NPP','GLB','SSP126',1.85492392,17739.21484,'CanESM5'
'NPP','GLB','SSP126',1.795777319,19446.4454,'CanESM5'
'NPP','GLB','SSP126',1.885692624,19630.39021,'CanESM5'
'NPP','GLB','SSP126',1.837540517,17771.57825,'CanESM5'
'NPP','GLB','SSP126',1.766401135,19764.36623,'CanESM5'
'NPP','GLB','SSP126',1.841763354,19437.4706,'CanESM5'
'NPP','GLB','SSP126',1.746283396,21299.23014,'CanESM5'
'NPP','GLB','SSP126',1.960559211,18908.96375,'CanESM5'
'NPP','GLB','SSP126',1.702518213,20316.92946,'CanESM5'
'NPP','GLB','SSP126',1.718445859,15793.12905,'CanESM5'
'NPP','GLB','SSP126',2.034693594,14924.45672,'CanESM5'
'NPP','GLB','SSP126',1.946494889,11928.01414,'CanESM5'
'NPP','GLB','SSP126',1.775279165,20459.9964,'CanESM5'
'NPP','GLB','SSP126',1.491710191,22579.79002,'CanESM5'
'NPP','GLB','SSP126',1.524016041,19714.14486,'CanESM5'
'NPP','GLB','SSP126',1.541081933,17625.29605,'CanESM5'
'NPP','GLB','SSP126',1.645149741,19257.65778,'CanESM5'
'NPP','GLB','SSP126',1.624232473,20202.53658,'CanESM5'
'NPP','GLB','SSP126',1.668942465,18436.19881,'CanESM5'
'NPP','GLB','SSP126',1.636710607,18438.69561,'CanESM5'
'NPP','GLB','SSP126',1.600311465,15653.83261,'CanESM5'
'NPP','GLB','SSP126',1.688676895,14564.60536,'CanESM5'
'NPP','GLB','SSP126',1.667332991,16770.34308,'CanESM5'
'NPP','GLB','SSP126',1.719955786,18229.91888,'CanESM5'
'NPP','GLB','SSP126',1.749637069,15999.5324,'CanESM5'
'NPP','GLB','SSP126',1.913437597,13124.59182,'CanESM5'
'NPP','GLB','SSP126',-0.105593683,188.1061419,'NorESM2-LM'
'NPP','GLB','SSP126',-0.09365945,228.7086467,'NorESM2-LM'
'NPP','GLB','SSP126',-0.003314916,-565.4397119,'NorESM2-LM'
'NPP','GLB','SSP126',0.137866505,-246.4710332,'NorESM2-LM'
'NPP','GLB','SSP126',0.064701544,395.0959566,'NorESM2-LM'
'NPP','GLB','SSP126',-0.248446012,1067.671729,'NorESM2-LM'
'NPP','GLB','SSP126',-0.050448073,1535.043144,'NorESM2-LM'
'NPP','GLB','SSP126',0.106663904,-230.7671692,'NorESM2-LM'
'NPP','GLB','SSP126',0.10379378,1459.207889,'NorESM2-LM'
'NPP','GLB','SSP126',-0.041647759,2100.146778,'NorESM2-LM'
'NPP','GLB','SSP126',-0.181647717,2239.130473,'NorESM2-LM'
'NPP','GLB','SSP126',0.075516739,1176.063046,'NorESM2-LM'
'NPP','GLB','SSP126',0.042638542,2274.15599,'NorESM2-LM'
'NPP','GLB','SSP126',-0.067758705,1312.634757,'NorESM2-LM'
'NPP','GLB','SSP126',-0.035209794,1616.451675,'NorESM2-LM'
'NPP','GLB','SSP126',0.039851566,3653.383668,'NorESM2-LM'
'NPP','GLB','SSP126',0.105069642,3703.109602,'NorESM2-LM'
'NPP','GLB','SSP126',0.14603048,924.119804,'NorESM2-LM'
'NPP','GLB','SSP126',0.071387066,4454.10784,'NorESM2-LM'
'NPP','GLB','SSP126',-0.03317824,4588.738592,'NorESM2-LM'
'NPP','GLB','SSP126',0.181162064,3188.292026,'NorESM2-LM'
'NPP','GLB','SSP126',0.391267668,2464.241836,'NorESM2-LM'
'NPP','GLB','SSP126',0.653893822,2177.258044,'NorESM2-LM'
'NPP','GLB','SSP126',0.296366497,3469.269815,'NorESM2-LM'
'NPP','GLB','SSP126',0.028509533,4705.816818,'NorESM2-LM'
'NPP','GLB','SSP126',0.172735879,4211.780133,'NorESM2-LM'
'NPP','GLB','SSP126',0.275602622,3925.918471,'NorESM2-LM'
'NPP','GLB','SSP126',0.294395068,2528.594365,'NorESM2-LM'
'NPP','GLB','SSP126',0.272366252,5092.37958,'NorESM2-LM'
'NPP','GLB','SSP126',0.168386814,6961.057739,'NorESM2-LM'
'NPP','GLB','SSP126',-0.153469406,7754.844438,'NorESM2-LM'
'NPP','GLB','SSP126',0.069132711,5805.591149,'NorESM2-LM'
'NPP','GLB','SSP126',0.207498122,5411.069528,'NorESM2-LM'
'NPP','GLB','SSP126',0.583943543,4479.724146,'NorESM2-LM'
'NPP','GLB','SSP126',0.37130252,4355.103606,'NorESM2-LM'
'NPP','GLB','SSP126',0.366840368,5711.122586,'NorESM2-LM'
'NPP','GLB','SSP126',0.052466202,6546.736015,'NorESM2-LM'
'NPP','GLB','SSP126',0.243341928,6014.275106,'NorESM2-LM'
'NPP','GLB','SSP126',0.266477413,3905.890225,'NorESM2-LM'
'NPP','GLB','SSP126',0.449149803,5620.600086,'NorESM2-LM'
'NPP','GLB','SSP126',0.369622399,9355.470548,'NorESM2-LM'
'NPP','GLB','SSP126',0.43174439,7429.497787,'NorESM2-LM'
'NPP','GLB','SSP126',0.386054625,5253.298726,'NorESM2-LM'
'NPP','GLB','SSP126',0.297825593,5141.118803,'NorESM2-LM'
'NPP','GLB','SSP126',0.375893549,4578.762409,'NorESM2-LM'
'NPP','GLB','SSP126',0.356388654,6277.435527,'NorESM2-LM'
'NPP','GLB','SSP126',0.276581148,6105.603205,'NorESM2-LM'
'NPP','GLB','SSP126',0.30279617,4456.00212,'NorESM2-LM'
'NPP','GLB','SSP126',0.288237013,7368.156496,'NorESM2-LM'
'NPP','GLB','SSP126',0.252529641,7159.803493,'NorESM2-LM'
'NPP','GLB','SSP126',0.520513275,5262.056319,'NorESM2-LM'
